IDCREDITO,Duracao,HISTORICO,PROPOSITO,Valor,INVESTIMENTOS,EMPREGO,TempoParcelamento,ESTADOCIVIL,FIADOR,ResidenciaDesde,Idade,OUTROSFINANCIAMENTOS,HABITACAO,EmprestimoExistente,PROFISSAO,Dependentes,SocioEmpresa,Estrangeiro,Status
753,12,existentes/pagos,abrir negocio,841,100<=X<500,4<=X<7,2,feminino div/dep/cas,nao,4,23,nenhum,alugada,1,nao qualificado,1,0,0,1
754,30,Critico-outros creditos,reforma,5771,"<100
",4<=X<7,4,feminino div/dep/cas,nao,2,25,nenhum,proria,2,qualificado,1,0,0,1
755,12,Atrasos anteriores,reforma casa,1555,>=1000,>=7,4,masculino solteiro,nao,4,55,nenhum,de graca,2,qualificado,2,0,0,0
756,24,existentes/pagos,veiculo novo,1285,"Desconhecido
",4<=X<7,4,feminino div/dep/cas,nao,4,32,nenhum,alugada,1,qualificado,1,0,0,0
757,6,Critico-outros creditos,veiculo novo,1299,"<100
",1<=X<4,1,masculino solteiro,nao,1,74,nenhum,proria,3,desempregado,2,0,1,1
758,15,Critico-outros creditos,reforma,1271,"Desconhecido
",1<=X<4,3,masculino solteiro,nao,4,39,nenhum,de graca,2,qualificado,1,1,0,0
759,24,existentes/pagos,veiculo novo,1393,"<100
",1<=X<4,2,masculino solteiro,sim,2,31,nenhum,proria,1,qualificado,1,1,0,1
760,12,Critico-outros creditos,veiculo novo,691,"<100
",>=7,4,masculino solteiro,nao,3,35,nenhum,proria,2,qualificado,1,0,0,0
761,15,Critico-outros creditos,veiculo novo,5045,"Desconhecido
",>=7,1,feminino div/dep/cas,nao,4,59,nenhum,proria,1,qualificado,1,1,0,1
762,18,Critico-outros creditos,moveis,2124,"<100
",1<=X<4,4,feminino div/dep/cas,nao,4,24,nenhum,alugada,2,qualificado,1,0,0,0
763,12,existentes/pagos,reforma,2214,"<100
",1<=X<4,4,masculino solteiro,nao,3,24,nenhum,proria,1,nao qualificado,1,0,0,1
764,21,Critico-outros creditos,veiculo novo,12680,"Desconhecido
",>=7,4,masculino solteiro,nao,4,30,nenhum,de graca,1,altamente qualificado/empresario,1,1,0,0
765,24,Critico-outros creditos,veiculo novo,2463,100<=X<500,4<=X<7,4,masculino cas/viu,nao,3,27,nenhum,proria,2,qualificado,1,1,0,1
766,12,existentes/pagos,reforma,1155,"<100
",>=7,3,masculino cas/viu,sim,3,40,banco,proria,2,nao qualificado,1,0,0,1
767,30,existentes/pagos,moveis,3108,"<100
",<1,2,maculino div/dep,nao,4,31,nenhum,proria,1,nao qualificado,1,0,0,0
768,10,existentes/pagos,veiculo usado,2901,"Desconhecido
",<1,1,feminino div/dep/cas,nao,4,31,nenhum,alugada,1,qualificado,1,0,0,1
769,12,Critico-outros creditos,moveis,3617,"<100
",>=7,1,masculino solteiro,nao,4,28,nenhum,alugada,3,qualificado,1,1,0,1
770,12,Critico-outros creditos,reforma,1655,"<100
",>=7,2,masculino solteiro,nao,4,63,nenhum,proria,2,nao qualificado,1,1,0,1
771,24,existentes/pagos,veiculo usado,2812,"Desconhecido
",>=7,2,feminino div/dep/cas,nao,4,26,nenhum,alugada,1,qualificado,1,0,0,1
772,36,Critico-outros creditos,educacao,8065,"<100
",1<=X<4,3,feminino div/dep/cas,nao,2,25,nenhum,proria,2,altamente qualificado/empresario,1,1,0,0
773,21,Critico-outros creditos,veiculo usado,3275,"<100
",>=7,1,masculino solteiro,nao,4,36,nenhum,proria,1,altamente qualificado/empresario,1,1,0,1
774,24,Critico-outros creditos,reforma,2223,100<=X<500,>=7,4,masculino solteiro,nao,4,52,banco,proria,2,qualificado,1,0,0,1
775,12,Critico-outros creditos,veiculo novo,1480,500<=X<1000,Desempregado,2,masculino solteiro,nao,4,66,banco,de graca,3,desempregado,1,0,0,1
776,24,existentes/pagos,veiculo novo,1371,"Desconhecido
",1<=X<4,4,feminino div/dep/cas,nao,4,25,nenhum,alugada,1,qualificado,1,0,0,0
777,36,Critico-outros creditos,veiculo novo,3535,"<100
",4<=X<7,4,masculino solteiro,nao,4,37,nenhum,proria,2,qualificado,1,1,0,1
778,18,existentes/pagos,reforma,3509,"<100
",4<=X<7,4,feminino div/dep/cas,sim,1,25,nenhum,proria,1,qualificado,1,0,0,1
779,36,Critico-outros creditos,veiculo usado,5711,>=1000,>=7,4,masculino solteiro,nao,2,38,nenhum,proria,2,altamente qualificado/empresario,1,1,0,1
780,18,existentes/pagos,reforma casa,3872,"<100
",Desempregado,2,feminino div/dep/cas,nao,4,67,nenhum,proria,1,qualificado,1,1,0,1
781,39,Critico-outros creditos,reforma,4933,"<100
",4<=X<7,2,masculino solteiro,sim,2,25,nenhum,proria,2,qualificado,1,0,0,0
782,24,Critico-outros creditos,veiculo novo,1940,>=1000,>=7,4,masculino solteiro,nao,4,60,nenhum,proria,1,qualificado,1,1,0,1
783,12,sem creditos/todos pagos,qualificacao,1410,"<100
",1<=X<4,2,masculino solteiro,nao,2,31,nenhum,proria,1,nao qualificado,1,1,0,1
784,12,existentes/pagos,veiculo novo,836,100<=X<500,<1,4,feminino div/dep/cas,nao,2,23,banco,proria,1,nao qualificado,1,0,0,0
785,20,existentes/pagos,veiculo usado,6468,"Desconhecido
",Desempregado,1,maculino div/dep,nao,4,60,nenhum,proria,1,altamente qualificado/empresario,1,1,0,1
786,18,existentes/pagos,abrir negocio,1941,>=1000,1<=X<4,4,masculino solteiro,nao,2,35,nenhum,proria,1,nao qualificado,1,1,0,1
787,22,existentes/pagos,reforma,2675,500<=X<1000,>=7,3,masculino solteiro,nao,4,40,nenhum,proria,1,qualificado,1,0,0,1
788,48,Critico-outros creditos,veiculo usado,2751,"Desconhecido
",>=7,4,masculino solteiro,nao,3,38,nenhum,proria,2,qualificado,2,1,0,1
789,48,Atrasos anteriores,educacao,6224,"<100
",>=7,4,masculino solteiro,nao,4,50,nenhum,de graca,1,qualificado,1,0,0,0
790,40,Critico-outros creditos,educacao,5998,"<100
",1<=X<4,4,masculino solteiro,nao,3,27,banco,proria,1,qualificado,1,1,0,0
791,21,existentes/pagos,abrir negocio,1188,"<100
",>=7,2,feminino div/dep/cas,nao,4,39,nenhum,proria,1,qualificado,2,0,0,0
792,24,existentes/pagos,veiculo usado,6313,"Desconhecido
",>=7,3,masculino solteiro,nao,4,41,nenhum,proria,1,altamente qualificado/empresario,2,1,0,1
793,6,Critico-outros creditos,moveis,1221,"Desconhecido
",1<=X<4,1,masculino cas/viu,nao,2,27,nenhum,proria,2,qualificado,1,0,0,1
794,24,existentes/pagos,moveis,2892,"<100
",>=7,3,maculino div/dep,nao,4,51,nenhum,de graca,1,qualificado,1,0,0,1
795,24,existentes/pagos,moveis,3062,500<=X<1000,>=7,4,masculino solteiro,nao,3,32,nenhum,alugada,1,qualificado,1,1,0,1
796,9,existentes/pagos,moveis,2301,100<=X<500,<1,2,feminino div/dep/cas,nao,4,22,nenhum,alugada,1,qualificado,1,0,0,1
797,18,existentes/pagos,veiculo usado,7511,"Desconhecido
",>=7,1,masculino solteiro,nao,4,51,nenhum,de graca,1,qualificado,2,1,0,0
798,12,Critico-outros creditos,moveis,1258,"<100
",<1,2,feminino div/dep/cas,nao,4,22,nenhum,alugada,2,nao qualificado,1,0,0,1
800,9,existentes/pagos,veiculo novo,1549,"Desconhecido
",<1,4,masculino solteiro,nao,2,35,nenhum,proria,1,desempregado,1,0,0,1
801,24,Critico-outros creditos,educacao,1597,"<100
",>=7,4,masculino solteiro,nao,4,54,nenhum,de graca,2,qualificado,2,0,0,1
802,18,Critico-outros creditos,reforma,1795,"<100
",>=7,3,feminino div/dep/cas,sim,4,48,banco,alugada,2,nao qualificado,1,1,0,1
803,20,Critico-outros creditos,moveis,4272,"<100
",>=7,1,feminino div/dep/cas,nao,4,24,nenhum,proria,2,qualificado,1,0,0,1
804,12,Critico-outros creditos,reforma,976,"Desconhecido
",>=7,4,masculino solteiro,nao,4,35,nenhum,proria,2,qualificado,1,0,0,1
805,12,existentes/pagos,veiculo novo,7472,"Desconhecido
",Desempregado,1,feminino div/dep/cas,nao,2,24,nenhum,alugada,1,desempregado,1,0,0,1
806,36,existentes/pagos,veiculo novo,9271,"<100
",4<=X<7,2,masculino solteiro,nao,1,24,nenhum,proria,1,qualificado,1,1,0,0
807,6,existentes/pagos,reforma,590,"<100
",<1,3,masculino cas/viu,nao,3,26,nenhum,proria,1,nao qualificado,1,0,1,1
808,12,Critico-outros creditos,reforma,930,"Desconhecido
",>=7,4,masculino solteiro,nao,4,65,nenhum,proria,4,qualificado,1,0,0,1
809,42,todos pagos,veiculo usado,9283,"<100
",Desempregado,1,masculino solteiro,nao,2,55,banco,de graca,1,altamente qualificado/empresario,1,1,0,1
810,15,sem creditos/todos pagos,veiculo novo,1778,"<100
",<1,2,feminino div/dep/cas,nao,1,26,nenhum,alugada,2,desempregado,1,0,0,0
811,8,existentes/pagos,abrir negocio,907,"<100
",<1,3,masculino cas/viu,nao,2,26,nenhum,proria,1,qualificado,1,1,0,1
812,6,existentes/pagos,reforma,484,"<100
",4<=X<7,3,masculino cas/viu,sim,3,28,banco,proria,1,nao qualificado,1,0,0,1
813,36,Critico-outros creditos,veiculo usado,9629,"<100
",4<=X<7,4,masculino solteiro,nao,4,24,nenhum,proria,2,qualificado,1,1,0,0
814,48,existentes/pagos,quitar divida,3051,"<100
",1<=X<4,3,masculino solteiro,nao,4,54,nenhum,proria,1,qualificado,1,0,0,0
815,48,existentes/pagos,veiculo novo,3931,"<100
",4<=X<7,4,masculino solteiro,nao,4,46,nenhum,de graca,1,qualificado,2,0,0,0
816,36,Atrasos anteriores,veiculo novo,7432,"<100
",1<=X<4,2,feminino div/dep/cas,nao,2,54,nenhum,alugada,1,qualificado,1,0,0,1
817,6,existentes/pagos,quitar divida,1338,500<=X<1000,1<=X<4,1,maculino div/dep,nao,4,62,nenhum,proria,1,qualificado,1,0,0,1
818,6,Critico-outros creditos,reforma,1554,"<100
",4<=X<7,1,feminino div/dep/cas,nao,2,24,nenhum,alugada,2,qualificado,1,1,0,1
819,36,existentes/pagos,outros,15857,"<100
",Desempregado,2,maculino div/dep,co requerente,3,43,nenhum,proria,1,altamente qualificado/empresario,1,0,0,1
820,18,existentes/pagos,reforma,1345,"<100
",1<=X<4,4,masculino cas/viu,nao,3,26,banco,proria,1,qualificado,1,0,0,0
821,12,existentes/pagos,veiculo novo,1101,"<100
",1<=X<4,3,masculino cas/viu,nao,2,27,nenhum,proria,2,qualificado,1,1,0,1
822,12,existentes/pagos,reforma,3016,"<100
",1<=X<4,3,masculino cas/viu,nao,1,24,nenhum,proria,1,qualificado,1,0,0,1
823,36,existentes/pagos,moveis,2712,"<100
",>=7,2,masculino solteiro,nao,2,41,banco,proria,1,qualificado,2,0,0,0
824,8,Critico-outros creditos,veiculo novo,731,"<100
",>=7,4,masculino solteiro,nao,4,47,nenhum,proria,2,nao qualificado,1,0,0,1
825,18,Critico-outros creditos,moveis,3780,"<100
",<1,3,maculino div/dep,nao,2,35,nenhum,proria,2,altamente qualificado/empresario,1,1,0,1
826,21,Critico-outros creditos,veiculo novo,1602,"<100
",>=7,4,masculino cas/viu,nao,3,30,nenhum,proria,2,qualificado,1,1,0,1
827,18,Critico-outros creditos,veiculo novo,3966,"<100
",>=7,1,feminino div/dep/cas,nao,4,33,banco,alugada,3,qualificado,1,1,0,0
828,18,sem creditos/todos pagos,abrir negocio,4165,"<100
",1<=X<4,2,masculino solteiro,nao,2,36,loja,proria,2,qualificado,2,0,0,0
829,36,existentes/pagos,veiculo usado,8335,"Desconhecido
",>=7,3,masculino solteiro,nao,4,47,nenhum,de graca,1,qualificado,1,0,0,0
830,48,Atrasos anteriores,abrir negocio,6681,"Desconhecido
",1<=X<4,4,masculino solteiro,nao,4,38,nenhum,de graca,1,qualificado,2,1,0,1
831,24,Atrasos anteriores,abrir negocio,2375,500<=X<1000,1<=X<4,4,masculino solteiro,nao,2,44,nenhum,proria,2,qualificado,2,1,0,1
832,18,existentes/pagos,veiculo novo,1216,"<100
",<1,4,feminino div/dep/cas,nao,3,23,nenhum,alugada,1,qualificado,1,1,0,0
833,45,sem creditos/todos pagos,abrir negocio,11816,"<100
",>=7,2,masculino solteiro,nao,4,29,nenhum,alugada,2,qualificado,1,0,0,0
835,15,existentes/pagos,reforma,2327,"<100
",<1,2,feminino div/dep/cas,nao,3,25,nenhum,proria,1,nao qualificado,1,0,0,0
836,12,sem creditos/todos pagos,veiculo novo,1082,"<100
",1<=X<4,4,masculino solteiro,nao,4,48,banco,proria,2,qualificado,1,0,0,0
837,12,existentes/pagos,reforma,886,"Desconhecido
",1<=X<4,4,feminino div/dep/cas,nao,2,21,nenhum,proria,1,qualificado,1,0,0,1
838,4,existentes/pagos,moveis,601,"<100
",<1,1,feminino div/dep/cas,nao,3,23,nenhum,alugada,1,nao qualificado,2,0,0,1
839,24,Critico-outros creditos,veiculo usado,2957,"<100
",>=7,4,masculino solteiro,nao,4,63,nenhum,proria,2,qualificado,1,1,0,1
840,24,Critico-outros creditos,reforma,2611,"<100
",>=7,4,masculino cas/viu,co requerente,3,46,nenhum,proria,2,qualificado,1,0,0,1
799,24,NULL,veiculo novo,717,"Desconhecido
",>=7,4,masculino cas/viu,nao,4,54,nenhum,proria,2,qualificado,1,1,0,1
841,36,existentes/pagos,moveis,5179,"<100
",4<=X<7,4,masculino solteiro,nao,2,29,nenhum,proria,1,qualificado,1,0,0,0
842,21,Atrasos anteriores,veiculo usado,2993,"<100
",1<=X<4,3,masculino solteiro,nao,2,28,loja,proria,2,nao qualificado,1,0,0,1
843,18,existentes/pagos,reforma casa,1943,"<100
",<1,4,feminino div/dep/cas,nao,4,23,nenhum,proria,1,qualificado,1,0,0,0
845,18,existentes/pagos,moveis,3422,"<100
",>=7,4,masculino solteiro,nao,4,47,banco,proria,3,qualificado,2,1,0,1
846,21,existentes/pagos,moveis,3976,"Desconhecido
",4<=X<7,2,masculino solteiro,nao,3,35,nenhum,proria,1,qualificado,1,1,0,1
847,18,existentes/pagos,veiculo novo,6761,"Desconhecido
",1<=X<4,2,masculino solteiro,nao,4,68,nenhum,alugada,2,qualificado,1,0,0,0
848,24,existentes/pagos,veiculo novo,1249,"<100
",<1,4,masculino cas/viu,nao,2,28,nenhum,proria,1,qualificado,1,0,0,1
849,9,existentes/pagos,reforma,1364,"<100
",4<=X<7,3,masculino solteiro,nao,4,59,nenhum,proria,1,qualificado,1,0,0,1
850,12,existentes/pagos,reforma,709,"<100
",>=7,4,masculino solteiro,nao,4,57,loja,proria,1,nao qualificado,1,0,0,0
851,20,Critico-outros creditos,veiculo novo,2235,"<100
",1<=X<4,4,masculino cas/viu,sim,2,33,banco,alugada,2,qualificado,1,0,1,0
852,24,Critico-outros creditos,veiculo usado,4042,"Desconhecido
",4<=X<7,3,masculino solteiro,nao,4,43,nenhum,proria,2,qualificado,1,1,0,1
853,15,Critico-outros creditos,reforma,1471,"<100
",1<=X<4,4,masculino solteiro,nao,4,35,nenhum,de graca,2,qualificado,1,1,0,1
854,18,todos pagos,veiculo novo,1442,"<100
",4<=X<7,4,masculino solteiro,nao,4,32,nenhum,de graca,2,nao qualificado,2,0,0,0
855,36,Atrasos anteriores,veiculo novo,10875,"<100
",>=7,2,masculino solteiro,nao,2,45,nenhum,proria,2,qualificado,2,1,0,1
856,24,existentes/pagos,veiculo novo,1474,100<=X<500,<1,4,masculino cas/viu,nao,3,33,nenhum,proria,1,qualificado,1,1,0,1
857,10,existentes/pagos,qualificacao,894,"Desconhecido
",4<=X<7,4,feminino div/dep/cas,nao,3,40,nenhum,proria,1,qualificado,1,1,0,1
858,15,Critico-outros creditos,moveis,3343,"<100
",1<=X<4,4,masculino solteiro,nao,2,28,nenhum,de graca,1,qualificado,1,1,0,1
859,15,existentes/pagos,veiculo novo,3959,"<100
",1<=X<4,3,feminino div/dep/cas,nao,2,29,nenhum,proria,1,qualificado,1,1,0,0
860,9,existentes/pagos,veiculo novo,3577,100<=X<500,1<=X<4,1,masculino solteiro,sim,2,26,nenhum,alugada,1,qualificado,2,0,1,1
861,24,Critico-outros creditos,veiculo usado,5804,>=1000,1<=X<4,4,masculino solteiro,nao,2,27,nenhum,proria,2,qualificado,1,0,0,1
862,18,Atrasos anteriores,abrir negocio,2169,"<100
",1<=X<4,4,masculino cas/viu,nao,2,28,nenhum,proria,1,qualificado,1,1,0,0
863,24,existentes/pagos,reforma,2439,"<100
",<1,4,feminino div/dep/cas,nao,4,35,nenhum,proria,1,qualificado,1,1,0,0
864,27,Critico-outros creditos,moveis,4526,>=1000,<1,4,masculino solteiro,nao,2,32,loja,proria,2,nao qualificado,2,1,0,1
865,10,existentes/pagos,moveis,2210,"<100
",1<=X<4,2,masculino solteiro,nao,2,25,banco,alugada,1,nao qualificado,1,0,0,0
866,15,existentes/pagos,moveis,2221,500<=X<1000,1<=X<4,2,feminino div/dep/cas,nao,4,20,nenhum,alugada,1,qualificado,1,0,0,1
867,18,existentes/pagos,reforma,2389,"<100
",<1,4,feminino div/dep/cas,nao,1,27,loja,proria,1,qualificado,1,0,0,1
868,12,Critico-outros creditos,moveis,3331,"<100
",>=7,2,masculino solteiro,nao,4,42,loja,proria,1,qualificado,1,0,0,1
869,36,existentes/pagos,abrir negocio,7409,"Desconhecido
",>=7,3,masculino solteiro,nao,2,37,nenhum,proria,2,qualificado,1,0,0,1
870,12,existentes/pagos,moveis,652,"<100
",>=7,4,feminino div/dep/cas,nao,4,24,nenhum,alugada,1,qualificado,1,0,0,1
871,36,Atrasos anteriores,moveis,7678,500<=X<1000,4<=X<7,2,feminino div/dep/cas,nao,4,40,nenhum,proria,2,qualificado,1,1,0,1
872,6,Critico-outros creditos,veiculo novo,1343,"<100
",>=7,1,masculino solteiro,nao,4,46,nenhum,proria,2,qualificado,2,0,1,1
873,24,Critico-outros creditos,abrir negocio,1382,100<=X<500,4<=X<7,4,masculino solteiro,nao,1,26,nenhum,proria,2,qualificado,1,1,0,1
874,15,existentes/pagos,quitar divida,874,"Desconhecido
",<1,4,feminino div/dep/cas,nao,1,24,nenhum,proria,1,qualificado,1,0,0,1
875,12,existentes/pagos,moveis,3590,"<100
",1<=X<4,2,masculino solteiro,co requerente,2,29,nenhum,proria,1,nao qualificado,2,0,0,1
876,11,Critico-outros creditos,veiculo novo,1322,>=1000,1<=X<4,4,feminino div/dep/cas,nao,4,40,nenhum,proria,2,qualificado,1,0,0,1
877,18,todos pagos,reforma,1940,"<100
",<1,3,masculino solteiro,co requerente,4,36,banco,de graca,1,altamente qualificado/empresario,1,1,0,1
878,36,existentes/pagos,reforma,3595,"<100
",>=7,4,masculino solteiro,nao,2,28,nenhum,proria,1,qualificado,1,0,0,1
879,9,existentes/pagos,veiculo novo,1422,"<100
",<1,3,masculino solteiro,nao,2,27,nenhum,de graca,1,altamente qualificado/empresario,1,1,0,0
880,30,Critico-outros creditos,reforma,6742,"Desconhecido
",4<=X<7,2,masculino solteiro,nao,3,36,nenhum,proria,2,qualificado,1,0,0,1
881,24,existentes/pagos,veiculo usado,7814,"<100
",4<=X<7,3,masculino solteiro,nao,3,38,nenhum,proria,1,altamente qualificado/empresario,1,1,0,1
882,24,existentes/pagos,veiculo usado,9277,"Desconhecido
",1<=X<4,2,maculino div/dep,nao,4,48,nenhum,de graca,1,qualificado,1,1,0,1
883,30,Critico-outros creditos,veiculo novo,2181,"Desconhecido
",>=7,4,masculino solteiro,nao,4,36,nenhum,proria,2,qualificado,1,0,0,1
884,18,Critico-outros creditos,reforma,1098,"<100
",Desempregado,4,feminino div/dep/cas,nao,4,65,nenhum,proria,2,desempregado,1,0,0,1
885,24,existentes/pagos,moveis,4057,"<100
",4<=X<7,3,maculino div/dep,nao,3,43,nenhum,proria,1,qualificado,1,1,0,0
886,12,existentes/pagos,educacao,795,"<100
",<1,4,feminino div/dep/cas,nao,4,53,nenhum,proria,1,qualificado,1,0,0,0
887,24,Critico-outros creditos,abrir negocio,2825,"Desconhecido
",4<=X<7,4,masculino solteiro,nao,3,34,nenhum,proria,2,qualificado,2,1,0,1
888,48,existentes/pagos,abrir negocio,15672,"<100
",1<=X<4,2,masculino solteiro,nao,2,23,nenhum,proria,1,qualificado,1,1,0,0
889,36,Critico-outros creditos,veiculo novo,6614,"<100
",>=7,4,masculino solteiro,nao,4,34,nenhum,proria,2,altamente qualificado/empresario,1,1,0,1
890,28,todos pagos,veiculo usado,7824,"Desconhecido
",<1,3,masculino solteiro,sim,4,40,banco,alugada,2,qualificado,2,1,0,1
891,27,Critico-outros creditos,abrir negocio,2442,"<100
",>=7,4,masculino solteiro,nao,4,43,loja,proria,4,altamente qualificado/empresario,2,1,0,1
892,15,Critico-outros creditos,reforma,1829,"<100
",>=7,4,masculino solteiro,nao,4,46,nenhum,proria,2,qualificado,1,1,0,1
893,12,Critico-outros creditos,veiculo novo,2171,"<100
",1<=X<4,4,masculino solteiro,nao,4,38,banco,proria,2,nao qualificado,1,0,1,1
894,36,Critico-outros creditos,veiculo usado,5800,"<100
",1<=X<4,3,masculino solteiro,nao,4,34,nenhum,proria,2,qualificado,1,1,0,1
895,18,Critico-outros creditos,reforma,1169,"Desconhecido
",1<=X<4,4,masculino solteiro,nao,3,29,nenhum,proria,2,qualificado,1,1,0,1
897,21,existentes/pagos,reforma,2606,"<100
",<1,4,feminino div/dep/cas,nao,4,28,nenhum,alugada,1,altamente qualificado/empresario,1,1,0,1
898,12,Critico-outros creditos,moveis,1592,>=1000,4<=X<7,3,feminino div/dep/cas,nao,2,35,nenhum,proria,1,qualificado,1,0,1,1
899,15,existentes/pagos,moveis,2186,"Desconhecido
",4<=X<7,1,feminino div/dep/cas,nao,4,33,banco,alugada,1,nao qualificado,1,0,0,1
900,18,existentes/pagos,moveis,4153,"<100
",1<=X<4,2,masculino solteiro,co requerente,3,42,nenhum,proria,1,qualificado,1,0,0,0
901,16,Critico-outros creditos,veiculo novo,2625,"<100
",>=7,2,masculino solteiro,sim,4,43,banco,alugada,1,qualificado,1,1,0,0
902,20,Critico-outros creditos,veiculo novo,3485,"Desconhecido
",<1,2,maculino div/dep,nao,4,44,nenhum,proria,2,qualificado,1,1,0,1
903,36,Critico-outros creditos,veiculo usado,10477,"Desconhecido
",>=7,2,masculino solteiro,nao,4,42,nenhum,de graca,2,qualificado,1,0,0,1
904,15,existentes/pagos,reforma,1386,"Desconhecido
",1<=X<4,4,masculino cas/viu,nao,2,40,nenhum,alugada,1,qualificado,1,1,0,1
905,24,existentes/pagos,reforma,1278,"<100
",>=7,4,masculino solteiro,nao,1,36,nenhum,proria,1,altamente qualificado/empresario,1,1,0,1
906,12,existentes/pagos,reforma,1107,"<100
",1<=X<4,2,masculino solteiro,nao,2,20,nenhum,alugada,1,altamente qualificado/empresario,2,1,0,1
907,21,existentes/pagos,veiculo novo,3763,"Desconhecido
",4<=X<7,2,masculino solteiro,co requerente,2,24,nenhum,proria,1,nao qualificado,1,0,1,1
908,36,existentes/pagos,educacao,3711,"Desconhecido
",1<=X<4,2,masculino cas/viu,nao,2,27,nenhum,proria,1,qualificado,1,0,0,1
909,15,Atrasos anteriores,veiculo usado,3594,"<100
",<1,1,feminino div/dep/cas,nao,2,46,nenhum,proria,2,nao qualificado,1,0,0,1
910,9,existentes/pagos,veiculo novo,3195,"Desconhecido
",1<=X<4,1,feminino div/dep/cas,nao,2,33,nenhum,proria,1,nao qualificado,1,0,0,1
844,24,NULL,abrir negocio,1559,"<100
",4<=X<7,4,masculino solteiro,nao,4,50,banco,proria,1,qualificado,1,1,0,1
911,36,Atrasos anteriores,reforma,4454,"<100
",1<=X<4,4,feminino div/dep/cas,nao,4,34,nenhum,proria,2,qualificado,1,0,0,1
912,24,Critico-outros creditos,moveis,4736,"<100
",<1,2,feminino div/dep/cas,nao,4,25,banco,proria,1,nao qualificado,1,0,0,0
913,30,existentes/pagos,reforma,2991,"Desconhecido
",>=7,2,feminino div/dep/cas,nao,4,25,nenhum,proria,1,qualificado,1,0,0,1
914,11,existentes/pagos,abrir negocio,2142,>=1000,>=7,1,maculino div/dep,nao,2,28,nenhum,proria,1,qualificado,1,1,0,1
915,24,todos pagos,abrir negocio,3161,"<100
",1<=X<4,4,masculino solteiro,nao,2,31,nenhum,alugada,1,qualificado,1,1,0,0
916,48,sem creditos/todos pagos,outros,18424,"<100
",1<=X<4,1,feminino div/dep/cas,nao,2,32,banco,proria,1,altamente qualificado/empresario,1,1,1,0
917,10,existentes/pagos,veiculo usado,2848,100<=X<500,1<=X<4,1,masculino solteiro,co requerente,2,32,nenhum,proria,1,qualificado,2,0,0,1
918,6,existentes/pagos,veiculo novo,14896,"<100
",>=7,1,masculino solteiro,nao,4,68,banco,proria,1,altamente qualificado/empresario,1,1,0,0
919,24,existentes/pagos,moveis,2359,100<=X<500,Desempregado,1,maculino div/dep,nao,1,33,nenhum,proria,1,qualificado,1,0,0,0
920,24,existentes/pagos,moveis,3345,"<100
",>=7,4,masculino solteiro,nao,2,39,nenhum,alugada,1,altamente qualificado/empresario,1,1,0,0
921,18,Critico-outros creditos,moveis,1817,"<100
",1<=X<4,4,feminino div/dep/cas,nao,2,28,nenhum,proria,2,qualificado,1,0,0,1
922,48,Atrasos anteriores,reforma,12749,500<=X<1000,4<=X<7,4,masculino solteiro,nao,1,37,nenhum,proria,1,altamente qualificado/empresario,1,1,0,1
923,9,existentes/pagos,reforma,1366,"<100
",<1,3,feminino div/dep/cas,nao,4,22,nenhum,alugada,1,qualificado,1,0,0,0
924,12,existentes/pagos,veiculo novo,2002,"<100
",4<=X<7,3,masculino solteiro,nao,4,30,nenhum,alugada,1,qualificado,2,1,0,1
925,24,todos pagos,moveis,6872,"<100
",<1,2,maculino div/dep,nao,1,55,banco,proria,1,qualificado,1,1,0,0
926,12,todos pagos,veiculo novo,697,"<100
",<1,4,masculino solteiro,nao,2,46,banco,proria,2,qualificado,1,1,0,0
927,18,Critico-outros creditos,moveis,1049,"<100
",<1,4,feminino div/dep/cas,nao,4,21,nenhum,alugada,1,qualificado,1,0,0,1
928,48,existentes/pagos,veiculo usado,10297,"<100
",4<=X<7,4,masculino solteiro,nao,4,39,loja,de graca,3,qualificado,2,1,0,0
929,30,existentes/pagos,reforma,1867,"Desconhecido
",>=7,4,masculino solteiro,nao,4,58,nenhum,proria,1,qualificado,1,1,0,1
930,12,Atrasos anteriores,veiculo novo,1344,"<100
",1<=X<4,4,masculino solteiro,nao,2,43,nenhum,proria,2,nao qualificado,2,0,0,1
931,24,existentes/pagos,moveis,1747,"<100
",<1,4,masculino solteiro,co requerente,1,24,nenhum,proria,1,nao qualificado,1,0,1,1
932,9,existentes/pagos,reforma,1670,"<100
",<1,4,feminino div/dep/cas,nao,2,22,nenhum,proria,1,qualificado,1,1,0,0
933,9,Critico-outros creditos,veiculo novo,1224,"<100
",1<=X<4,3,masculino solteiro,nao,1,30,nenhum,proria,2,qualificado,1,0,0,1
934,12,Critico-outros creditos,reforma,522,500<=X<1000,>=7,4,masculino solteiro,nao,4,42,nenhum,proria,2,qualificado,2,1,0,1
935,12,existentes/pagos,reforma,1498,"<100
",1<=X<4,4,feminino div/dep/cas,nao,1,23,banco,proria,1,qualificado,1,0,0,1
936,30,Atrasos anteriores,reforma,1919,100<=X<500,<1,4,masculino solteiro,nao,3,30,loja,proria,2,altamente qualificado/empresario,1,0,0,0
937,9,existentes/pagos,reforma,745,"<100
",1<=X<4,3,feminino div/dep/cas,nao,2,28,nenhum,proria,1,nao qualificado,1,0,0,0
938,6,existentes/pagos,reforma,2063,"<100
",<1,4,masculino cas/viu,nao,3,30,nenhum,alugada,1,altamente qualificado/empresario,1,1,0,1
